id,x_minimo,x_maximo,y_minimo,y_maximo,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros,classe_defeito
1705,14,24.0,2824729,2824741,182,-229,27,22232.0,140.0,1694,1,0.0,80.0,86.68172288178972,0.0206,0.3456,0.5556,0.0059,0.9091,1.0,-0.0723772963855627,-0.0723772963855627,1.0,2.2601,1.0,1.4314,0.4444,-0.0258,0.5212,101,1,0,0,0,0,0,0,falha_1
1706,1327,1332.0,-20,2287276,227,22,36,20528.0,109.0,1687,0,1.0,200.0,77.26524671971853,0.0202,0.3333,0.2759,0.0053,0.4091,1.0,0.2017721103608193,0.2017721103608193,1.0,2.356,0.9542,1.5563,0.7241,-0.2321,0.5362,84,0,0,0,0,0,0,1,falha_outros
1707,1296,1305.0,516427,516436,289,-229,-194,27135.0,133.0,1356,1,0.0,70.0,81.94702432539955,0.3123,0.3426,0.8571,0.0089,0.4,1.0,0.5699645804685647,0.5699645804685647,1.0,2.4609,1.0792,1.5563,0.1429,-0.1239,0.7933,96,0,0,0,0,0,1,0,falha_6
1708,1068,1083.0,1269420,1269438,147,27,23,16692.0,133.0,-214,1,0.0,80.0,70.40427812649531,0.4158,0.5238,0.7143,0.0086,0.5556,0.913,-0.039790123914772,-0.039790123914772,1.0,2.1673,1.1461,1.3222,0.2857,-0.1313,0.5212,86,0,0,0,0,0,0,1,falha_outros
1709,-11,1080.0,2824729,2824741,56,10,9,6207.0,123.0,1690,1,0.0,70.0,71.14412728756713,0.4657,0.2045,,0.0055,0.8,1.0,0.0921378295488025,0.2123842583460958,0.0,1.7482,0.9542,0.9542,-0.1111,-0.1682,0.215,95,0,0,0,0,0,0,1,falha_outros
1710,13,23.0,2550643,2550653,91,18,15,8949.0,102.0,1356,1,0.0,70.0,79.78442966266205,0.0192,0.3567,0.6667,0.0073,0.5556,1.0,1.3321242007860918,0.3321242007860918,1.0,1.959,1.0,1.1761,0.3333,-0.3765,0.266,71,0,1,0,0,0,0,0,falha_2
1711,1297,1308.0,779144,779308,552,32,24,61966.0,127.0,-214,1,0.0,70.0,87.47474212032141,0.66,0.4394,0.5,0.0111,0.8125,0.9167,-0.0361143491860794,-0.0361143491860794,0.0,2.7419,1.1761,1.3424,-0.5,-0.1487,0.9549,95,0,0,0,0,0,0,1,falha_outros
1712,-11,1118.0,2613103,2613103,-206,12,9,6593.0,126.0,1356,1,0.0,70.0,76.66490170791621,0.6477,0.4278,,0.0066,0.4167,1.0,-0.6518008638042109,-0.6518008638042109,0.5,1.7781,0.9542,0.9542,0.0,-0.1333,0.2061,886,0,0,0,0,0,1,0,falha_6
1713,48,91.0,447943,447992,833,119,101,84410.0,124.0,1360,0,1.0,40.0,73.83542541868755,0.0724,0.4854,0.5454,0.0287,0.1875,0.5161,0.2542265031451264,1.2542265031451263,0.0,2.9232,1.5911,1.9085,-0.4545,-0.1871,1.0,95,0,0,1,0,0,0,0,falha_3
1714,6963,884.0,1377748,1377782,-206,-229,43,104560.0,151.0,1358,0,1.0,-154.0,77.69278458726782,0.7689,0.7209,0.5538,0.0236,0.6154,0.4545,-0.1605984557861768,-0.1605984557861768,0.0,2.9708,1.5051,1.4314,-0.4462,0.034,0.9997,119,0,0,0,0,0,1,0,falha_6
1715,614,622.0,-20,2670772,-206,12,10,6861.0,132.0,1352,0,1.0,50.0,88.28616898906253,0.6143,0.2429,0.7,0.0052,0.5833,1.0,-0.0271599846912482,-0.0271599846912482,1.0,1.8325,0.8451,1.0,0.3,-0.1211,0.1753,986,0,0,0,0,0,1,0,falha_6
1716,119,172.0,186833,186914,170,39,34,20714.0,135.0,1358,0,1.0,40.0,66.48164868959623,0.1747,0.5298,0.3842,0.025,0.7909,0.4249,0.0995940991707043,1.0995940991707045,0.0,2.2304,1.5185,1.1139,-0.6158,-0.0705,0.556,114,0,0,1,0,0,0,0,falha_3
1717,897,925.0,177076,177087,364,62,35,48528.0,143.0,1360,0,1.0,50.0,88.61349022124958,0.7107,0.6149,0.8438,0.0243,0.5323,0.5273,-0.1847158297184621,-0.1940877880742902,0.0,2.5635,1.5185,1.4314,-0.1563,0.0063,0.9747,119,0,0,0,0,0,0,1,falha_outros
1718,550,545.0,367324,367330,76,17,10,7143.0,,-214,0,1.0,40.0,85.1197517035673,0.7254,0.4333,0.6667,0.0089,0.8824,0.8,0.2128355451417118,0.2128355451417118,0.0,1.8808,1.1761,0.9031,-0.3333,-0.1088,0.2018,1019,0,0,0,0,0,0,1,falha_outros
1719,951,963.0,281358,281513,747,75,102,76627.0,127.0,1387,0,1.0,40.0,66.43424787860707,0.5258,0.4603,0.0681,0.0096,0.194,1.0,-0.130645911170953,-0.130645911170953,1.0,2.8733,1.1139,2.0086,0.9229,-0.1435,0.9971,96,0,0,0,0,1,0,0,falha_5
1720,19,28.0,13443304,1599173,105,18,28,14403.0,143.0,1358,1,0.0,70.0,77.64728825231873,0.0265,0.4086,0.2857,0.0052,0.3889,1.0,0.1539317394528248,0.1539317394528248,1.0,2.0212,0.8451,1.4472,0.7143,0.0015,0.3725,102,1,0,0,0,0,0,0,falha_1
1721,877,888.0,6935030,-166,69,12,15,7446.0,126.0,1358,1,0.0,100.0,86.36071664523138,0.734,0.4667,0.5333,0.0089,0.8333,1.0,-0.0351178729156528,0.0255495026260834,1.0,1.8389,1.1761,1.1761,0.4667,-0.2518,0.2288,73,0,0,0,0,0,1,0,falha_6
1722,630,649.0,1536621,1536598,76,44,28,9247.0,124.0,1652,1,0.0,80.0,60.895500160182834,0.7265,0.4364,0.5,0.0287,0.5362,0.3529,0.2216431442662509,0.2216431442662509,0.0,1.8808,1.5911,1.0792,-0.5,-0.2475,0.4138,82,0,0,0,0,0,0,1,falha_outros
1723,-11,214.0,1658742,1658769,6605,251,124,654358.0,126.0,1356,0,1.0,40.0,69.6467814829997,0.0604,0.5663,0.3771,0.1291,0.3304,0.5373,0.184610245203916,1.184610245203916,0.0,3.845,2.243,1.8129,-0.6229,-0.1852,1.0,963,0,0,1,0,0,0,0,falha_3
1724,103,122.0,1301932,-166,134,29,14,16076.0,135.0,1358,1,0.0,70.0,64.77087861522705,0.1581,0.5914,0.9231,0.0103,0.5,0.9286,-0.2806316106133786,-0.2806316106133786,0.0,2.1271,1.1461,1.1139,-0.0769,-0.064,0.2739,111,0,0,0,0,0,0,1,falha_outros
1725,9318,1332.0,228293,228336,217,20,38,24834.0,133.0,1362,0,1.0,-154.0,74.22019047195761,0.0325,0.3333,0.2895,0.0081,0.55,1.0,0.3257946348525096,0.3257946348525096,1.0,2.3365,1.0414,1.5798,0.7105,-0.13,0.6839,1313,1,0,0,0,0,0,0,falha_1
1726,1129,1140.0,663138,663138,57,15,-194,6657.0,134.0,1362,0,1.0,40.0,90.37731899340562,0.4832,0.4667,0.4,0.0071,0.8,0.6667,0.0145964396931534,0.098539249035672,0.0,1.7559,1.0792,0.9031,-0.6,-0.068,0.1852,111,0,0,0,0,0,0,1,falha_outros
1727,1545,-186.0,-20,-166,-206,19,23,20642.0,118.0,-214,0,1.0,300.0,87.98264494630907,0.3935,0.3232,0.5909,0.0089,0.5882,1.0,0.2424173394843435,0.2424173394843435,1.0,2.2304,1.0792,1.3617,0.4091,-0.2099,0.4729,90,1,0,0,0,0,0,0,falha_1
1728,39,209.0,1786253,1786320,6827,274,141,711671.0,124.0,1358,0,1.0,40.0,74.9459259382522,0.0556,0.4644,0.3829,0.125,0.5071,0.528,-0.0573968009835874,-0.0071600577524696,0.0,3.8342,2.243,1.8633,-0.6171,-0.0965,1.0,35,0,0,1,0,0,0,0,falha_3
1729,1094,1108.0,822292,822313,103,25,30,10500.0,127.0,1364,0,1.0,175.0,90.28940957528091,0.4632,0.4309,0.2759,0.0059,0.32,0.9667,0.5514551030385367,0.5514551030385367,1.0,2.0128,0.9031,1.4624,0.7241,-0.1099,0.385,106,0,0,0,0,0,0,1,falha_outros
1730,-11,-186.0,3515903,3516104,-206,24,12,11471.0,124.0,1362,0,1.0,-154.0,86.63401468666551,0.0846,0.3862,0.5385,0.0104,0.5833,0.9167,-0.0670397947115556,0.9329602052884444,0.0,2.0334,1.1461,1.0414,-0.4615,-0.2033,0.1965,88,0,0,1,0,0,0,0,falha_3
1731,1162,1157.0,6245624,-166,74,14,14,10702.0,126.0,1356,0,1.0,40.0,92.7512919794718,0.2776,0.2143,0.5,0.0066,0.5714,1.0,-0.1047950388354592,-0.1047950388354592,1.0,1.8692,0.9542,1.0792,0.5,-0.0205,0.204,110,0,0,0,0,0,1,0,falha_6
1732,1307,1434.0,12416489,1253240,538,117,42,53525.0,119.0,1688,0,1.0,90.0,79.11454095656858,0.1934,0.5599,0.1964,0.031,0.9595,0.3654,-0.0058258817663197,-0.0058258817663197,0.0,2.7168,1.6335,1.2305,-0.8037,-0.1525,0.9831,86,0,0,0,0,0,1,0,falha_6
1733,1505,1525.0,6042280,6042292,114,15,12,11647.0,125.0,1688,1,0.0,70.0,85.39077097466262,0.2188,0.256,0.8571,0.0088,0.9333,1.0,-0.0909539348502826,-0.0909539348502826,0.0,2.0569,1.1761,1.0792,-0.1429,-0.215,0.2901,849,0,0,0,0,0,1,0,falha_6
1734,41,192.0,4639210,4639275,6227,207,117,645839.0,126.0,1358,0,1.0,40.0,113.71820814416768,0.0604,0.4332,0.3757,0.1156,0.6364,0.4744,0.239982570582615,1.239982570582615,0.0,3.7977,2.1959,1.8195,-0.6243,-0.1908,1.0,42,0,0,1,0,0,0,0,falha_3
1735,9587,1372.0,2488529,2488541,-206,21,14,10160.0,103.0,1692,1,0.0,-154.0,76.90426573832741,0.3685,0.6471,0.7143,0.011,0.7143,0.9286,-0.4848931825309763,-0.4848931825309763,1.0,2.0334,1.1761,1.1461,0.2857,-0.2625,0.2532,70,0,0,0,0,0,0,1,falha_outros
1736,1261,1273.0,113260,-166,-206,-229,-194,17101.0,125.0,1322,0,1.0,40.0,79.35017954852881,0.1641,0.3386,0.3333,0.0066,0.5,1.0,-0.3161047257439062,-0.3161047257439062,1.0,2.2095,0.9542,1.4314,0.6667,-0.1705,0.4025,95,1,0,0,0,0,0,0,falha_1
1737,2960,312.0,43822295,5245776,108,15,14,11154.0,131.0,1687,1,0.0,-154.0,78.41097890387992,0.5369,0.3131,0.9231,0.0077,0.7222,1.0,-0.3203408764737579,-0.3203408764737579,1.0,2.0334,1.1139,1.1139,0.0769,-0.1512,0.2914,89,0,0,0,0,0,0,1,falha_outros
1738,1073,1094.0,476876,476887,712,172,102,7479.0,133.0,1358,1,0.0,70.0,79.09496451442564,0.6613,0.5706,0.0714,0.0501,0.7472,0.4167,1.2850922775920728,0.2850922775920727,1.0,2.8507,1.9395,1.9085,0.9286,-0.0641,1.0,104,0,1,0,0,0,0,0,falha_2
1739,559,-186.0,16372733,2797652,137,25,20,15069.0,132.0,1370,1,0.0,200.0,85.58102813141066,0.6934,0.55,0.6,0.0088,0.75,0.95,-0.0006404353643876,0.0761687165237227,1.0,2.1399,1.0792,1.301,0.4,-0.1115,0.4465,87,0,0,0,0,0,0,1,falha_outros
1740,1034,1044.0,10169656,1376261,-206,16,10,,125.0,1354,1,0.0,70.0,80.58108661748985,0.5443,0.3462,1.0,0.0053,0.5625,0.9,0.1447113465828747,0.2895718422592521,0.5,1.7708,0.9542,0.9542,0.0,-0.2744,0.1954,63,0,0,0,0,0,1,0,falha_6
1741,1327,1332.0,4625112,4625136,99,10,26,11748.0,118.0,1374,0,1.0,40.0,66.35150440752139,0.2791,0.2331,0.5833,0.005,0.7,1.0,-0.0506465169570031,-0.0506465169570031,1.0,1.9956,0.8451,1.415,0.4167,-0.2329,0.2288,81,1,0,0,0,0,0,0,falha_1
1742,6635,1185.0,968156,968164,35,9,8,4108.0,143.0,1694,1,0.0,-154.0,80.18048871245558,0.6446,0.4286,0.7778,0.0041,0.7778,0.875,-0.2484281354002357,-0.2876291605855757,0.0,1.5441,0.8451,0.8451,-0.2222,-0.083,0.1687,102,0,0,0,0,0,0,1,falha_outros
1743,41,-186.0,1277926,-166,11875,622,-194,1375431.0,140.0,1362,0,1.0,40.0,74.7369047625302,0.0586,0.4634,0.9375,0.1083,0.2459,0.9043,0.3485634907824571,1.348563490782457,1.0,4.0718,2.1818,2.2253,0.0625,-0.1033,1.0,32,0,0,1,0,0,0,0,falha_3
1744,949,960.0,4022585,4022595,99,11,8,10612.0,135.0,1690,1,0.0,60.0,62.71481174040645,0.8645,0.2525,0.6429,0.0041,0.8182,1.0,-0.2782059402571722,-0.2782059402571722,0.0,1.9956,0.8451,0.7782,-0.3571,-0.0366,0.2359,937,0,0,0,0,0,1,0,falha_6
1745,1073,-186.0,2426501,-166,196,35,29,24783.0,140.0,1356,0,1.0,40.0,91.45032231945125,0.4254,0.4444,0.8947,0.0176,0.6154,0.7188,0.0715106948204355,1.0715106948204356,1.0,2.2923,1.3802,1.3222,0.1053,0.0021,0.7933,119,0,0,1,0,0,0,0,falha_3
1746,11033,1344.0,340471,340499,181,51,22,17260.0,124.0,1360,0,1.0,-154.0,74.68135309977104,0.0322,0.4818,0.2895,0.0404,0.6274,0.4545,0.2925592889347289,0.2925592889347289,0.0,2.2577,1.7404,1.1761,-0.7105,-0.2463,0.6839,89,0,0,0,0,0,1,0,falha_6
1747,1598,1610.0,1298256,1298260,155,19,17,15951.0,124.0,1374,1,0.0,70.0,83.8336646954872,0.0872,0.2727,0.5882,0.0089,0.8824,1.0,1.1503282509819537,0.1503282509819535,1.0,2.1903,1.1761,1.2305,0.4118,-0.1875,0.3977,84,0,1,0,0,0,0,0,falha_2
1748,1190,1202.0,2224815,-166,69,11,10,7659.0,133.0,1360,0,1.0,40.0,48.46009944568296,0.2278,0.2153,0.9,0.0065,0.8182,1.0,0.056874484979623,0.056874484979623,1.0,1.8261,0.9542,1.0,0.1,-0.1115,0.1954,97,0,0,0,0,0,0,1,falha_outros
1749,971,980.0,1199744,-166,63,17,12,5608.0,124.0,1652,1,0.0,100.0,84.98922015200147,0.8792,0.256,0.8571,0.0083,0.8235,1.0,0.3003138277701423,0.3003138277701423,0.0,1.7993,1.1461,1.0792,-0.1429,-0.2145,0.2901,83,0,0,0,0,0,0,1,falha_outros
1750,1019,1031.0,652992,653004,110,16,15,15035.0,116.0,1353,0,1.0,200.0,76.86586248822874,0.4632,0.2857,0.4667,0.0087,0.75,1.0,0.5694717071061125,0.9131981054522128,1.0,2.0414,1.0792,1.1761,0.5333,-0.2217,0.3509,78,0,0,0,0,0,1,0,falha_6
1751,112,134.0,965451,965502,822,66,38,96483.0,134.0,1360,0,1.0,40.0,64.45151869049675,0.1532,0.6245,0.2045,0.0242,0.3137,0.9074,0.2033625958592722,0.2033625958592722,1.0,2.9149,1.5185,1.4472,0.7954,-0.0651,0.9992,114,0,0,0,0,0,0,1,falha_outros
1752,135,142.0,184350,184383,70,17,-194,8824.0,141.0,1356,0,1.0,40.0,74.48080720467368,0.239,0.6543,0.6429,0.0066,0.5294,1.0,-0.1962227049382271,-0.1962227049382271,1.0,1.8451,0.9542,1.1461,0.3571,0.0313,0.2359,120,1,0,0,0,0,0,0,falha_1
1753,1219,1238.0,3029617,3029632,81,15,10,9452.0,135.0,1358,1,0.0,70.0,73.13673801576472,0.8304,0.6044,0.75,0.0103,0.9333,0.9,-0.549189869056937,-0.549189869056937,0.0,1.9085,1.1461,0.9542,-0.25,-0.0387,0.215,111,0,0,0,0,0,1,0,falha_6
1754,830,856.0,825488,825519,709,86,54,83716.0,127.0,1687,1,0.0,100.0,87.5067539462765,0.9816,0.3999,0.4193,0.013,0.1915,0.9554,0.1533607798574942,0.1533607798574942,1.0,2.8507,1.3424,1.7324,0.5806,-0.146,1.0,92,0,0,0,0,0,0,1,falha_outros
1755,41,-186.0,15114613,2943144,6503,263,135,677593.0,124.0,1358,0,1.0,40.0,80.90426844013753,0.0604,0.413,0.3785,0.1259,0.6704,0.45,0.4120975635488873,1.4120975635488873,0.0,3.8131,2.233,1.8261,-0.6215,-0.1935,1.0,40,0,0,1,0,0,0,0,falha_3
1756,609,621.0,5798193,5798213,140,30,25,17898.0,143.0,1370,0,1.0,40.0,64.77510765088437,0.8967,0.4833,0.7778,0.0183,0.8333,0.4444,-0.0412345543883075,-0.0412345543883075,0.0,2.1461,1.3979,1.1139,-0.2222,0.0102,0.417,1248,0,0,0,0,0,1,0,falha_6
1757,1287,1299.0,532545,532556,170,20,23,17619.0,117.0,1354,1,0.0,70.0,84.3850386948184,0.1227,0.3536,0.5454,0.0089,0.6,1.0,0.2858623641608816,0.2858623641608816,1.0,2.2304,1.0792,1.3617,0.4545,-0.3131,0.4366,992,0,0,0,0,0,1,0,falha_6
1758,452,588.0,7318386,7318440,3333,173,87,389429.0,126.0,-214,0,1.0,40.0,59.29257635271075,0.6637,0.4759,0.4286,0.1027,0.7857,0.6353,0.4836834773965936,0.4836834773965936,0.0,3.5228,2.143,1.699,-0.5714,-0.1415,1.0,50,0,0,0,0,0,0,1,falha_outros
1759,1194,1201.0,2224908,-166,247,21,21,22134.0,132.0,1692,1,0.0,60.0,68.74926444758762,0.3089,0.303,0.5714,0.0071,0.6191,0.913,0.3944743360752142,0.3944743360752142,1.0,2.3927,1.0792,1.3222,0.4286,-0.1492,0.417,81,0,0,0,0,0,1,0,falha_6
1760,1329,1334.0,895625,895642,-206,13,28,23207.0,132.0,1353,0,1.0,70.0,80.14652047124393,0.0353,0.3385,0.2791,0.0037,0.3846,1.0,0.4919893588114178,0.4919893588114178,1.0,2.356,0.699,1.4472,0.7209,-0.0968,0.3819,11,0,0,0,0,0,0,1,falha_outros
1761,0,230.0,4636367,-166,3786,247,106,479002.0,,-214,0,1.0,40.0,73.7570193025462,0.0,0.6445,0.0296,0.1611,0.0724,0.5833,0.2226382473215676,1.2226382473215676,0.0,3.5884,2.3522,1.6721,-0.9604,-0.0496,1.0,112,0,0,1,0,0,0,0,falha_3
1762,809,818.0,1299250,1299257,66,9,15,8140.0,127.0,-214,1,0.0,70.0,91.9171153597295,0.9836,0.3278,0.3333,0.0041,0.7778,1.0,0.0226300916704778,0.0226300916704778,1.0,1.8195,0.8451,1.1761,0.6667,-0.1015,0.2173,101,0,0,0,0,0,1,0,falha_6
1763,1061,1082.0,-20,566850,83,-229,12,10583.0,,-214,0,1.0,40.0,81.69322594861062,0.442,0.696,0.6191,0.0154,0.75,0.8333,-0.4805897435691505,-0.4805897435691505,0.0,1.9191,1.3222,1.0,-0.381,-0.0277,0.2621,115,0,0,0,0,0,0,1,falha_outros
1764,423,56.0,1447943,1447954,766,93,98,76438.0,125.0,1402,0,1.0,-154.0,86.25958938248235,0.0585,0.4194,0.1111,0.0123,0.3288,0.9917,-0.0738187464389845,-0.0738187464389845,,2.8733,1.2305,1.9031,0.8889,-0.2239,0.9985,59,0,0,0,0,0,0,1,falha_outros
1765,563,568.0,1645544,1645548,-206,5,4,2046.0,141.0,1356,0,1.0,50.0,86.66739434830913,0.8809,0.2,0.8,0.0037,1.0,1.0,-0.2529739785948575,-0.2529739785948575,0.0,1.2041,0.699,0.6021,-0.2,-0.0052,0.14,109,0,0,0,1,0,0,0,falha_4
1766,1326,1338.0,11119914,1130901,127,14,29,11981.0,126.0,1353,0,1.0,50.0,75.56866939397501,0.0325,0.3157,0.3514,0.0066,0.3571,1.0,0.6512828152493441,0.6512828152493441,1.0,2.1038,0.9542,1.4624,0.6486,-0.1785,0.3285,92,0,0,0,0,0,1,0,falha_6
1767,317,335.0,1539081,1539097,132,20,20,14835.0,141.0,1627,1,0.0,80.0,69.34579474715468,0.4537,0.4,0.7,0.0077,0.5,1.0,-0.0527657437297009,-0.0527657437297009,1.0,2.1206,1.1139,1.301,0.3,-0.1098,0.3068,99,0,0,0,0,0,1,0,falha_6
1768,1379,1396.0,5492080,5492091,145,13,18,14132.0,126.0,-214,1,0.0,70.0,79.50053778654187,0.6995,0.3929,0.7692,0.0074,0.7692,1.0,-0.0761785643324285,-0.0347351376845611,1.0,2.1614,1.0,1.2553,0.2308,-0.2395,0.3601,79,0,0,0,0,0,0,1,falha_outros
1769,1532,1543.0,1535277,1535283,318,30,30,27761.0,103.0,1668,1,0.0,69.0,88.67223175693262,0.1073,0.2899,0.4,0.0077,0.4,0.9,0.1654456128121402,0.1654456128121402,1.0,2.5024,1.1139,1.4771,0.6,-0.3724,0.8299,672,0,0,0,0,0,0,1,falha_outros
1770,1427,1460.0,287835,287869,4223,182,102,44712.0,127.0,1360,0,1.0,40.0,77.67232711907566,0.1602,0.4022,0.3882,0.1035,0.7731,0.563,-0.2589255373703159,-0.3030412756797698,0.0,3.6802,2.1492,1.7708,-0.6118,-0.192,1.0,45,0,0,1,0,0,0,0,falha_3
1771,-11,236.0,-20,2058272,210,25,28,24476.0,143.0,1362,0,1.0,40.0,85.90953827054888,0.2544,0.2679,,0.0088,0.48,0.7857,0.5085153121292258,0.5085153121292258,1.0,2.3222,1.0792,1.4472,0.4545,0.0023,0.7833,119,0,0,0,0,0,0,1,falha_outros
1772,-11,1302.0,3567017,3567011,970,102,133,78978.0,140.0,1353,0,1.0,40.0,79.72755954656962,0.0,0.5255,0.2273,0.0132,0.1715,0.986,-0.1867948085203356,0.8132051914796644,1.0,2.9841,1.2553,2.1173,0.7727,-0.0101,0.9992,112,0,0,1,0,0,0,0,falha_3
1773,965,-186.0,551913,551924,38,7,11,4442.0,189.0,1353,0,1.0,200.0,64.4684600031709,0.8532,0.2727,0.4545,0.0052,0.7143,1.0,0.0583822365711728,0.0583822365711728,1.0,1.5798,0.8451,1.0414,0.5454,0.5552,0.1715,172,0,0,0,0,0,1,0,falha_6
1774,1244,1251.0,1060291,1060313,146,18,17,15951.0,118.0,1690,1,0.0,80.0,65.3191458042996,0.2761,0.5256,0.9231,0.0077,0.7222,0.9412,-0.0907211997804634,-0.0560863988763156,1.0,2.1673,1.1139,1.2041,0.0769,-0.2397,0.5951,86,0,0,0,0,0,0,1,falha_outros
1775,1685,226.0,1469673,1469845,16521,755,527,1992604.0,148.0,1398,0,1.0,-154.0,95.6247349540084,0.0558,0.4898,0.4193,0.1327,0.2629,0.3288,0.3972809842162188,0.6603904824903137,,4.218,2.2672,2.3032,-0.5806,-0.0577,1.0,24,0,0,1,0,0,0,0,falha_3
1776,4,-186.0,1323717,1323745,226,19,34,25660.0,126.0,1360,0,1.0,175.0,68.32474871094192,0.0236,0.2801,0.2647,0.0074,0.5263,1.0,-0.1835307272715856,-0.1835307272715856,1.0,2.3541,1.0,1.5315,0.7353,-0.0524,0.8123,112,0,0,0,0,0,0,1,falha_outros
1777,39,197.0,1799909,1800071,11411,591,367,1303229.0,141.0,1402,0,1.0,40.0,73.62407628892373,0.0556,0.5493,0.9341,0.1113,0.264,0.3857,-0.0111110391145236,0.9888889608854764,1.0,4.0573,2.1931,2.2227,0.0659,-0.1077,1.0,37,0,0,1,0,0,0,0,falha_3
1778,1059,1072.0,304345,303262,55,-229,14,6652.0,126.0,1354,1,0.0,70.0,89.17587047941933,0.4302,0.4884,0.6111,0.0115,0.8636,0.7143,-0.128790667355178,-0.128790667355178,0.0,1.7404,1.2041,1.1461,-0.3889,-0.112,0.2532,104,0,0,0,0,0,0,1,falha_outros
1779,41,213.0,4348250,4348321,6137,263,137,649137.0,125.0,1358,0,1.0,40.0,68.07455486246401,0.0605,0.4291,0.4046,0.1268,0.654,0.4897,-0.2077262939621567,0.7922737060378432,0.0,3.7948,2.2355,1.8325,-0.5954,-0.179,1.0,48,0,0,1,0,0,0,0,falha_3
1780,-11,871.0,-20,-166,77,10,11,8535.0,111.0,1360,1,0.0,70.0,73.16487289994483,0.8357,0.4182,0.9091,0.0079,0.9,1.0,-0.4218952391015501,-0.4218952391015501,0.0,1.8865,1.0414,1.0414,-0.0909,-0.2292,0.2173,86,0,0,0,0,0,0,1,falha_outros
1781,43,199.0,4358896,4358964,6294,289,160,661448.0,124.0,1358,0,1.0,40.0,77.8835316924799,0.0633,0.387,0.3778,0.1156,0.6228,0.425,-0.0249316717886084,0.9750683282113916,0.0,3.7989,2.1959,1.7781,-0.6222,-0.1902,1.0,41,0,0,1,0,0,0,0,falha_3
1782,-11,214.0,334988,3348498,6294,265,135,689727.0,127.0,1356,0,1.0,40.0,76.57701071074852,0.0575,0.4294,0.3771,0.1291,0.587,0.4685,-0.4514161122093006,0.5485838877906993,0.0,3.8603,2.243,1.8325,-0.6229,-0.1867,1.0,43,0,0,1,0,0,0,0,falha_3
1783,449,564.0,1599135,1599173,395,34,-194,45627.0,118.0,-214,0,1.0,70.0,70.29476298613685,0.6618,0.5152,0.3542,0.0162,0.5,0.8571,-0.3139617048386155,-0.3838444829669055,1.0,2.5966,1.3424,1.5315,0.6458,-0.2395,0.8299,82,0,1,0,0,0,0,0,falha_2
1784,81,94.0,10537406,1285749,155,16,21,16093.0,124.0,1356,1,0.0,70.0,78.06482290811624,0.1219,0.2868,0.7619,0.0108,0.9375,1.0,1.024731925880351,0.0247319258803509,1.0,2.1903,1.1761,1.3222,0.2381,-0.1331,0.3509,101,0,1,0,0,0,0,0,falha_2
1785,95,169.0,143167,143219,794,-229,67,86424.0,117.0,1692,0,1.0,300.0,86.79085024790648,0.2059,0.6823,0.3137,0.0544,0.3015,0.5698,0.1680737969787309,0.3238722125232086,1.0,2.8998,1.8573,1.8195,0.6863,-0.191,0.9999,95,0,0,0,0,0,0,1,falha_outros
1786,120,24.0,2824729,-166,102,15,30,8558.0,101.0,1354,1,0.0,-154.0,78.770975456186,0.0266,0.3875,0.2667,0.0044,0.4,1.0,0.907237276885041,-0.092762723114959,,2.0086,0.7782,1.4771,0.7333,-0.4471,0.286,44,0,1,0,0,0,0,0,falha_2
1787,-11,1145.0,1105359,1105387,184,18,22,18416.0,127.0,1362,1,0.0,100.0,73.41531877681237,0.3237,0.2727,0.5454,0.0088,0.7222,1.0,-0.2256469216771749,-0.2256469216771749,1.0,2.2648,1.0792,1.3424,0.4545,-0.2496,0.4366,84,0,0,0,0,0,1,0,falha_6
1788,1536,1542.0,2615295,2615309,61,-229,13,6994.0,125.0,1690,1,0.0,60.0,89.4609764887842,0.0765,0.381,0.5833,0.0041,0.5833,0.9231,0.0957523531257541,0.0957523531257541,1.0,1.7853,0.8451,1.0792,0.4167,-0.1439,0.2116,91,1,0,0,0,0,0,0,falha_1
1789,1332,172.0,1647908,1647954,383,69,39,38597.0,116.0,1690,1,0.0,-154.0,97.06458592797485,0.1426,0.5436,0.4,0.0248,0.5556,0.9459,0.4021351338069434,0.4021351338069434,0.0,2.5855,1.6233,1.3617,-0.6,-0.2455,0.9157,82,0,0,0,0,0,1,0,falha_6
1790,1579,1590.0,7797464,7797516,204,15,18,21073.0,124.0,-214,0,1.0,40.0,89.55140886967574,0.1103,0.4103,0.5556,0.0074,0.6667,1.0,0.1570910938573046,0.3077475861599205,1.0,2.3032,1.0,1.2553,0.4444,-0.1902,0.4465,66,0,0,0,0,0,1,0,falha_6
1791,41,197.0,1647218,1647385,12509,670,425,1459713.0,141.0,1402,0,1.0,40.0,68.76731647580807,0.0585,0.4512,0.9737,0.112,0.2652,0.4465,0.0345078237442251,1.0345078237442251,0.0,4.0965,2.1987,2.1732,-0.0263,-0.0927,1.0,41,0,0,1,0,0,0,0,falha_3
